Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools	CBM2	AA10	uniprot	Domains
A0A1H6E7U5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(38-228)+CBM2(299-386)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-38)	3	299-386	38-228	A0A1H6E7U5	AA10+CBM2
A0A1H8KKL1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(42-232)+CBM2(277-362)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-42)	3	277-362	42-232	A0A1H8KKL1	AA10+CBM2
A0A1H9MNU2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(23-212)+CBM2(238-327)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-23)	3	238-327	23-212	A0A1H9MNU2	AA10+CBM2
A0A1I2H0R2|unreviewed|CBM2	1.14.99.54|1.14.99.56|1.14.99.53	AA10(29-222)+CBM2(273-362)	AA10_e30+CBM2_e95	AA10+CBM2	Y(1-29)	3	273-362	29-222	A0A1I2H0R2	AA10+CBM2
A0A1I2I489|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-223)+CBM2(275-367)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	275-367	33-223	A0A1I2I489	AA10+CBM2
A0A1I3ZA19|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(81-171)	CBM2_e70	N	Y(1-36)	2	81-171		A0A1I3ZA19	CBM2
A0A1I4UPE0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(45-234)+CBM2(260-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-45)	3	260-349	45-234	A0A1I4UPE0	AA10+CBM2
A0A1I5H7M7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-224)+CBM2(254-343)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	254-343	33-224	A0A1I5H7M7	AA10+CBM2
A0A1K1S8U9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(32-220)+CBM2(265-360)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-32)	3	265-360	32-220	A0A1K1S8U9	AA10+CBM2
A0A1M5WBK1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(46-235)+CBM2(261-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-46)	3	261-350	46-235	A0A1M5WBK1	AA10+CBM2
A0A1M7PUW2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-223)+CBM2(288-374)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	288-374	33-223	A0A1M7PUW2	AA10+CBM2
A0A1N5YC88|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)	AA10_e30	AA10+CBM2	Y(1-25)	3		33-222	A0A1N5YC88	AA10
A0A1N7GYN2|unreviewed|CBM2	1.14.99.54|1.14.99.53|-	AA10(46-229)+CBM2(268-354)	AA10_e30+CBM2_e10	AA10+CBM2	Y(1-46)	3	268-354	46-229	A0A1N7GYN2	AA10+CBM2
A0A1Q4XVB4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(37-226)+CBM2(280-374)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-37)	3	280-374	37-226	A0A1Q4XVB4	AA10+CBM2
A0A1Q4ZTW8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-221)+CBM2(269-364)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-23)	3	269-364	33-221	A0A1Q4ZTW8	AA10+CBM2
A0A1Q5C6X6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(264-352)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	264-352	35-225	A0A1Q5C6X6	AA10+CBM2
A0A1Q5DD56|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(45-234)+CBM2(262-348)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-45)	3	262-348	45-234	A0A1Q5DD56	AA10+CBM2
A0A1Q5E904|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(268-356)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	268-356	35-225	A0A1Q5E904	AA10+CBM2
A0A1Q5GT93|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-224)+CBM2(281-376)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-25)	3	281-376	35-224	A0A1Q5GT93	AA10+CBM2
A0A1Q5JAF6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(273-362)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	273-362	35-225	A0A1Q5JAF6	AA10+CBM2
A0A1Q5JV26|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(264-352)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	264-352	35-225	A0A1Q5JV26	AA10+CBM2
A0A1Q5L5D2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(257-345)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	257-345	35-225	A0A1Q5L5D2	AA10+CBM2
A0A1Q5LDU1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(279-368)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	279-368	35-225	A0A1Q5LDU1	AA10+CBM2
A0A1Q5LMI0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(262-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	262-350	34-224	A0A1Q5LMI0	AA10+CBM2
A0A1Q5MJ63|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(21-210)+CBM2(238-327)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	238-327	21-210	A0A1Q5MJ63	AA10+CBM2
A0A1Q8U0B7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(261-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	261-349	35-225	A0A1Q8U0B7	AA10+CBM2
A0A1R1SRP3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(45-236)+CBM2(273-360)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-43)	3	273-360	45-236	A0A1R1SRP3	AA10+CBM2
A0A1S6JGL7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(39-229)+CBM2(269-357)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	269-357	39-229	A0A1S6JGL7	AA10+CBM2
A0A1S8XPX9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(276-366)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	276-366	33-222	A0A1S8XPX9	AA10+CBM2
A0A1V2QPX7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-223)+CBM2(274-368)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	274-368	34-223	A0A1V2QPX7	AA10+CBM2
A0A1V4DXM8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(50-239)+CBM2(265-354)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-50)	3	265-354	50-239	A0A1V4DXM8	AA10+CBM2
A0A1X1ND28|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(40-229)+CBM2(261-352)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-40)	3	261-352	40-229	A0A1X1ND28	AA10+CBM2
A0A1X4I2P9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(50-239)+CBM2(267-355)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-50)	3	267-355	50-239	A0A1X4I2P9	AA10+CBM2
A0A1X4IES0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(257-347)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	257-347	34-224	A0A1X4IES0	AA10+CBM2
A0A209B6I5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(264-352)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	264-352	35-225	A0A209B6I5	AA10+CBM2
A0A222T3I3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(48-239)+CBM2(272-361)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-48)	3	272-361	48-239	A0A222T3I3	AA10+CBM2
A0A229H4U8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(48-239)+CBM2(269-358)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	269-358	48-239	A0A229H4U8	AA10+CBM2
A0A229TFR0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(32-220)+CBM2(256-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-32)	3	256-350	32-220	A0A229TFR0	AA10+CBM2
A0A231PMJ8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(263-359)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	263-359	35-225	A0A231PMJ8	AA10+CBM2
A0A233RZU0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(51-240)+CBM2(266-355)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	266-355	51-240	A0A233RZU0	AA10+CBM2
A0A239A207|unreviewed|CBM2	1.14.99.54|1.14.99.56|1.14.99.53	AA10(27-220)+CBM2(262-352)	AA10_e30+CBM2_e95	AA10+CBM2	Y(1-27)	3	262-352	27-220	A0A239A207	AA10+CBM2
A0A239BC39|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(97-186)	CBM2_e70	N	Y(1-35)	2	97-186		A0A239BC39	CBM2
A0A239KBY1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(20-211)+CBM2(250-339)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-20)	3	250-339	20-211	A0A239KBY1	AA10+CBM2
A0A239P7B2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(32-221)+CBM2(269-365)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-32)	3	269-365	32-221	A0A239P7B2	AA10+CBM2
A0A243S0Z4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(10-199)+CBM2(225-314)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	225-314	10-199	A0A243S0Z4	AA10+CBM2
A0A246RI57|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-221)+CBM2(280-374)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-28)	3	280-374	33-221	A0A246RI57	AA10+CBM2
A0A248YQP5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(32-221)+CBM2(290-385)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-32)	3	290-385	32-221	A0A248YQP5	AA10+CBM2
A0A250VIF1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(73-262)+CBM2(288-377)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	288-377	73-262	A0A250VIF1	AA10+CBM2
A0A255P473|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(259-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	259-349	34-224	A0A255P473	AA10+CBM2
A0A285CAG2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(50-239)+CBM2(265-354)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-50)	3	265-354	50-239	A0A285CAG2	AA10+CBM2
A0A285J436|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(30-223)+CBM2(269-356)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-30)	3	269-356	30-223	A0A285J436	AA10+CBM2
A0A286CQN1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(40-229)+CBM2(255-344)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-40)	3	255-344	40-229	A0A286CQN1	AA10+CBM2
A0A286EDV4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(45-234)+CBM2(260-349)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	260-349	45-234	A0A286EDV4	AA10+CBM2
A0A286FEU9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(51-192)+CBM2(236-326)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	236-326	51-192	A0A286FEU9	AA10+CBM2
A0A2A3GXM8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(49-238)+CBM2(264-352)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-42)	3	264-352	49-238	A0A2A3GXM8	AA10+CBM2
A0A2C9ZMF8|unreviewed|CBM2	-	CBM2(78-168)	CBM2_e10	N	Y(1-33)	2	78-168		A0A2C9ZMF8	CBM2
A0A2I0SVQ9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(56-245)+CBM2(271-359)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	271-359	56-245	A0A2I0SVQ9	AA10+CBM2
A0A2J7YW15|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(39-230)+CBM2(265-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-39)	3	265-353	39-230	A0A2J7YW15	AA10+CBM2
A0A2K2RCH6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(260-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	260-350	34-224	A0A2K2RCH6	AA10+CBM2
A0A2M9ISG3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(278-370)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	278-370	34-224	A0A2M9ISG3	AA10+CBM2
A0A2M9L431|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-223)+CBM2(267-357)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	267-357	33-223	A0A2M9L431	AA10+CBM2
A0A2N8TGG3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(40-229)+CBM2(255-344)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-40)	3	255-344	40-229	A0A2N8TGG3	AA10+CBM2
A0A2N9B4Z5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(50-239)+CBM2(265-354)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	265-354	50-239	A0A2N9B4Z5	AA10+CBM2
A0A2P8B243|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(274-369)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-25)	3	274-369	33-222	A0A2P8B243	AA10+CBM2
A0A2P8I3D4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-223)+CBM2(280-374)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	280-374	34-223	A0A2P8I3D4	AA10+CBM2
A0A2P8PU97|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(69-258)+CBM2(284-373)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	284-373	69-258	A0A2P8PU97	AA10+CBM2
A0A2P9EVE1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(45-234)+CBM2(260-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-45)	3	260-349	45-234	A0A2P9EVE1	AA10+CBM2
A0A2R4JTC3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(46-235)+CBM2(261-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-46)	3	261-350	46-235	A0A2R4JTC3	AA10+CBM2
A0A2S2G7Y2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(261-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	261-350	34-224	A0A2S2G7Y2	AA10+CBM2
A0A2S4YGN7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(261-350)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	261-350	34-224	A0A2S4YGN7	AA10+CBM2
A0A2S4ZFR0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(259-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	259-349	34-224	A0A2S4ZFR0	AA10+CBM2
A0A2S6WXG5|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(51-240)+CBM2(266-354)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	266-354	51-240	A0A2S6WXG5	AA10+CBM2
A0A2S6X9H8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(264-352)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	264-352	35-225	A0A2S6X9H8	AA10+CBM2
A0A2T0K7G6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(29-222)+CBM2(276-366)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-29)	3	276-366	29-222	A0A2T0K7G6	AA10+CBM2
A0A2T0SIB1|unreviewed|CBM2	1.14.99.54|1.14.99.53|-	AA10(30-222)+CBM2(262-354)	AA10_e30+CBM2_e35	AA10+CBM2	Y(1-30)	3	262-354	30-222	A0A2T0SIB1	AA10+CBM2
A0A2T0UIF0|unreviewed|CBM2	1.14.99.54|1.14.99.56|-	AA10(41-233)+CBM2(276-364)	AA10_e50+CBM2_e125	AA10+CBM2	Y(1-43)	3	276-364	41-233	A0A2T0UIF0	AA10+CBM2
A0A2T4NRM3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(40-229)+CBM2(255-344)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-40)	3	255-344	40-229	A0A2T4NRM3	AA10+CBM2
A0A2T7J2G8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(265-354)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	265-354	35-225	A0A2T7J2G8	AA10+CBM2
A0A2T7SMA3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(42-231)+CBM2(260-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-42)	3	260-349	42-231	A0A2T7SMA3	AA10+CBM2
A0A2U2Z184|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(50-239)+CBM2(266-356)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	266-356	50-239	A0A2U2Z184	AA10+CBM2
A0A2U2Z951|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(259-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	259-349	34-224	A0A2U2Z951	AA10+CBM2
A0A2U3A7F9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(37-226)+CBM2(252-341)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-37)	3	252-341	37-226	A0A2U3A7F9	AA10+CBM2
A0A2U3H1U1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(261-351)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	261-351	34-224	A0A2U3H1U1	AA10+CBM2
A0A2U9P8A1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(47-236)+CBM2(262-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-47)	3	262-349	47-236	A0A2U9P8A1	AA10+CBM2
A0A2U9P9N0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(276-365)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	276-365	34-224	A0A2U9P9N0	AA10+CBM2
A0A2V1NXS0|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(42-231)+CBM2(257-346)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-42)	3	257-346	42-231	A0A2V1NXS0	AA10+CBM2
A0A2V2PT23|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(263-352)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	263-352	35-225	A0A2V2PT23	AA10+CBM2
A0A2W2C5N1|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(7-101)	CBM2_e70	N	N	2	7-101		A0A2W2C5N1	CBM2
A0A2W2C8Z9|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(25-119)	CBM2_e70	N	N	2	25-119		A0A2W2C8Z9	CBM2
A0A2W2M8E2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-224)+CBM2(262-355)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	262-355	34-224	A0A2W2M8E2	AA10+CBM2
A0A2Z3V0Y7|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(103-192)	CBM2_e70	N	N	2	103-192		A0A2Z3V0Y7	CBM2
A0A2Z5K9Q9|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(51-240)+CBM2(266-355)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	266-355	51-240	A0A2Z5K9Q9	AA10+CBM2
A0A316F8T2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(29-222)+CBM2(272-363)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-29)	3	272-363	29-222	A0A316F8T2	AA10+CBM2
A0A317DD42|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(18-113)	CBM2_e70	N	N	2	18-113		A0A317DD42	CBM2
A0A318P1U3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(20-208)+CBM2(267-362)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-20)	3	267-362	20-208	A0A318P1U3	AA10+CBM2
A0A327TAW2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-223)+CBM2(292-382)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	292-382	33-223	A0A327TAW2	AA10+CBM2
A0A327UF37|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(264-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	264-353	35-225	A0A327UF37	AA10+CBM2
A0A327Z2M3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-228)+CBM2(290-383)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	290-383	35-228	A0A327Z2M3	AA10+CBM2
A0A328N6K6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-221)+CBM2(269-364)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	269-364	33-221	A0A328N6K6	AA10+CBM2
A0A328NVY7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-221)+CBM2(273-368)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	273-368	33-221	A0A328NVY7	AA10+CBM2
A0A345I1Z8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(40-229)+CBM2(259-352)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-40)	3	259-352	40-229	A0A345I1Z8	AA10+CBM2
A0A345T6Q6|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(27-217)+CBM2(275-364)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-27)	3	275-364	27-217	A0A345T6Q6	AA10+CBM2
A0A346BW49|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(265-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	265-353	35-225	A0A346BW49	AA10+CBM2
A0A367FGZ3|unreviewed|CBM2	1.14.99.54|1.14.99.53	CBM2(123-216)	CBM2_e70	N	N	2	123-216		A0A367FGZ3	CBM2
A0A369VE93|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(265-353)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	265-353	35-225	A0A369VE93	AA10+CBM2
A0A370VJ93|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(261-348)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	261-348	35-225	A0A370VJ93	AA10+CBM2
A0A386WEM8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(279-374)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	279-374	33-222	A0A386WEM8	AA10+CBM2
A0A3A9TC94|unreviewed|HD	3.2.1.4|3.2.1.-	CBM2(59-155)	CBM2_e118	N	N	2	59-155		A0A3A9TC94	CBM2
A0A3A9ZQX1|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-222)+CBM2(282-376)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-32)	3	282-376	34-222	A0A3A9ZQX1	AA10+CBM2
A0A3B0A4Z7|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(261-356)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	261-356	33-222	A0A3B0A4Z7	AA10+CBM2
A0A3D9ZXB4|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(32-221)+CBM2(271-367)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-30)	3	271-367	32-221	A0A3D9ZXB4	AA10+CBM2
A0A3E2YLI2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(280-374)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-31)	3	280-374	33-222	A0A3E2YLI2	AA10+CBM2
A0A3L7BKV3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-222)+CBM2(254-349)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-25)	3	254-349	33-222	A0A3L7BKV3	AA10+CBM2
A0A3M0I2H2|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(50-239)+CBM2(265-354)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	265-354	50-239	A0A3M0I2H2	AA10+CBM2
A0A3M8VMX8|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(48-239)+CBM2(269-358)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-48)	3	269-358	48-239	A0A3M8VMX8	AA10+CBM2
A0A3N1HG11|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(34-223)+CBM2(278-372)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-34)	3	278-372	34-223	A0A3N1HG11	AA10+CBM2
A0A3N4RD07|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(33-223)+CBM2(295-385)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-33)	3	295-385	33-223	A0A3N4RD07	AA10+CBM2
A0A3N4S215|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(55-244)+CBM2(270-359)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-44)	3	270-359	55-244	A0A3N4S215	AA10+CBM2
A0A3N4ZXK3|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(78-267)+CBM2(293-382)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	293-382	78-267	A0A3N4ZXK3	AA10+CBM2
A0A3N6GH46|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(45-234)+CBM2(262-348)	AA10_e30+CBM2_e70	AA10+CBM2	N	3	262-348	45-234	A0A3N6GH46	AA10+CBM2
A0A3N6GR85|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(35-225)+CBM2(263-351)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-35)	3	263-351	35-225	A0A3N6GR85	AA10+CBM2
A0A3N9VZ64|unreviewed|CBM2	1.14.99.54|1.14.99.53	AA10(31-219)+CBM2(275-370)	AA10_e30+CBM2_e70	AA10+CBM2	Y(1-31)	3	275-370	31-219	A0A3N9VZ64	AA10+CBM2
